"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"03.11.2017","3,2917","3,2917","3,2917","3,2917","","0,56%"
"01.11.2017","3,2733","3,2733","3,2733","3,2733","","-0,10%"
"31.10.2017","3,2766","3,2766","3,2766","3,2766","","0,68%"
"30.10.2017","3,2544","3,2544","3,2544","3,2544","","-0,77%"
"27.10.2017","3,2798","3,2798","3,2798","3,2798","","1,10%"
"26.10.2017","3,2441","3,2441","3,2441","3,2441","","0,18%"
"25.10.2017","3,2384","3,2384","3,2384","3,2384","","-0,26%"
"24.10.2017","3,2467","3,2467","3,2467","3,2467","","1,46%"
"23.10.2017","3,2000","3,2000","3,2000","3,2000","","0,53%"
"20.10.2017","3,1830","3,1830","3,1830","3,1830","","0,32%"
"19.10.2017","3,1730","3,1730","3,1730","3,1730","","0,19%"
"18.10.2017","3,1670","3,1670","3,1670","3,1670","","-0,30%"
"17.10.2017","3,1766","3,1766","3,1766","3,1766","","0,51%"
"16.10.2017","3,1604","3,1604","3,1604","3,1604","","0,11%"
"13.10.2017","3,1570","3,1570","3,1570","3,1570","","-0,21%"
"11.10.2017","3,1636","3,1636","3,1636","3,1636","","-0,15%"
"10.10.2017","3,1685","3,1685","3,1685","3,1685","","-0,26%"
"09.10.2017","3,1767","3,1767","3,1767","3,1767","","0,39%"
"06.10.2017","3,1645","3,1645","3,1645","3,1645","","0,96%"
"05.10.2017","3,1344","3,1344","3,1344","3,1344","","0,10%"
"04.10.2017","3,1312","3,1312","3,1312","3,1312","","-0,59%"
"03.10.2017","3,1499","3,1499","3,1499","3,1499","","-0,44%"
"02.10.2017","3,1639","3,1639","3,1639","3,1639","","-0,12%"
"29.09.2017","3,1677","3,1677","3,1677","3,1677","","-0,60%"
"28.09.2017","3,1868","3,1868","3,1868","3,1868","","-0,19%"
"27.09.2017","3,1929","3,1929","3,1929","3,1929","","0,81%"
"26.09.2017","3,1671","3,1671","3,1671","3,1671","","0,83%"
"25.09.2017","3,1409","3,1409","3,1409","3,1409","","0,41%"
"22.09.2017","3,1282","3,1282","3,1282","3,1282","","-0,20%"
"21.09.2017","3,1344","3,1344","3,1344","3,1344","","0,21%"
"20.09.2017","3,1278","3,1278","3,1278","3,1278","","-0,13%"
"19.09.2017","3,1320","3,1320","3,1320","3,1320","","0,27%"
"18.09.2017","3,1236","3,1236","3,1236","3,1236","","-0,05%"
"15.09.2017","3,1252","3,1252","3,1252","3,1252","","-0,32%"
"14.09.2017","3,1351","3,1351","3,1351","3,1351","","0,04%"
"13.09.2017","3,1340","3,1340","3,1340","3,1340","","0,64%"
"12.09.2017","3,1141","3,1141","3,1141","3,1141","","0,95%"
"11.09.2017","3,0849","3,0849","3,0849","3,0849","","-0,18%"
"08.09.2017","3,0905","3,0905","3,0905","3,0905","","-0,72%"
"06.09.2017","3,1130","3,1130","3,1130","3,1130","","-0,22%"
"05.09.2017","3,1200","3,1200","3,1200","3,1200","","-0,59%"
"04.09.2017","3,1386","3,1386","3,1386","3,1386","","0,18%"
"01.09.2017","3,1330","3,1330","3,1330","3,1330","","-0,44%"
"31.08.2017","3,1468","3,1468","3,1468","3,1468","","-0,53%"
"30.08.2017","3,1635","3,1635","3,1635","3,1635","","-0,18%"
"29.08.2017","3,1692","3,1692","3,1692","3,1692","","0,42%"
"28.08.2017","3,1560","3,1560","3,1560","3,1560","","0,32%"
"25.08.2017","3,1459","3,1459","3,1459","3,1459","","0,18%"
"24.08.2017","3,1401","3,1401","3,1401","3,1401","","-0,52%"
"23.08.2017","3,1566","3,1566","3,1566","3,1566","","0,10%"
"22.08.2017","3,1536","3,1536","3,1536","3,1536","","0,31%"
"21.08.2017","3,1440","3,1440","3,1440","3,1440","","-0,67%"
"18.08.2017","3,1651","3,1651","3,1651","3,1651","","0,16%"
"17.08.2017","3,1600","3,1600","3,1600","3,1600","","-0,21%"
"16.08.2017","3,1667","3,1667","3,1667","3,1667","","-0,96%"
"15.08.2017","3,1973","3,1973","3,1973","3,1973","","0,28%"
"14.08.2017","3,1885","3,1885","3,1885","3,1885","","0,61%"
"11.08.2017","3,1692","3,1692","3,1692","3,1692","","0,48%"
"10.08.2017","3,1540","3,1540","3,1540","3,1540","","0,25%"
"09.08.2017","3,1461","3,1461","3,1461","3,1461","","0,46%"
"08.08.2017","3,1317","3,1317","3,1317","3,1317","","0,17%"
"07.08.2017","3,1264","3,1264","3,1264","3,1264","","0,14%"
"04.08.2017","3,1221","3,1221","3,1221","3,1221","","0,10%"
"03.08.2017","3,1191","3,1191","3,1191","3,1191","","-0,24%"
"02.08.2017","3,1265","3,1265","3,1265","3,1265","","0,35%"
"01.08.2017","3,1157","3,1157","3,1157","3,1157","","-0,47%"
"31.07.2017","3,1304","3,1304","3,1304","3,1304","","-0,48%"
"28.07.2017","3,1454","3,1454","3,1454","3,1454","","-0,18%"
"27.07.2017","3,1510","3,1510","3,1510","3,1510","","-0,45%"
"26.07.2017","3,1654","3,1654","3,1654","3,1654","","0,32%"
"25.07.2017","3,1553","3,1553","3,1553","3,1553","","0,31%"
"24.07.2017","3,1456","3,1456","3,1456","3,1456","","0,65%"
"21.07.2017","3,1253","3,1253","3,1253","3,1253","","-0,46%"
"20.07.2017","3,1399","3,1399","3,1399","3,1399","","-0,42%"
"19.07.2017","3,1530","3,1530","3,1530","3,1530","","-0,43%"
"18.07.2017","3,1665","3,1665","3,1665","3,1665","","-0,48%"
"17.07.2017","3,1818","3,1818","3,1818","3,1818","","-0,24%"
"14.07.2017","3,1896","3,1896","3,1896","3,1896","","-0,65%"
"13.07.2017","3,2105","3,2105","3,2105","3,2105","","-0,48%"
"12.07.2017","3,2261","3,2261","3,2261","3,2261","","-0,79%"
"11.07.2017","3,2519","3,2519","3,2519","3,2519","","-0,39%"
"10.07.2017","3,2647","3,2647","3,2647","3,2647","","-0,74%"
"07.07.2017","3,2892","3,2892","3,2892","3,2892","","-0,51%"
"06.07.2017","3,3061","3,3061","3,3061","3,3061","","-0,39%"
"05.07.2017","3,3190","3,3190","3,3190","3,3190","","0,43%"
"04.07.2017","3,3047","3,3047","3,3047","3,3047","","0,11%"
"03.07.2017","3,3012","3,3012","3,3012","3,3012","","-0,20%"
"30.06.2017","3,3079","3,3079","3,3079","3,3079","","0,39%"
"29.06.2017","3,2949","3,2949","3,2949","3,2949","","-0,24%"
"28.06.2017","3,3027","3,3027","3,3027","3,3027","","-0,43%"
"27.06.2017","3,3169","3,3169","3,3169","3,3169","","0,13%"
"26.06.2017","3,3125","3,3125","3,3125","3,3125","","-0,64%"
"23.06.2017","3,3339","3,3339","3,3339","3,3339","","-0,06%"
"22.06.2017","3,3359","3,3359","3,3359","3,3359","","0,35%"
"21.06.2017","3,3244","3,3244","3,3244","3,3244","","0,31%"
"20.06.2017","3,3142","3,3142","3,3142","3,3142","","0,52%"
"19.06.2017","3,2972","3,2972","3,2972","3,2972","","0,25%"
"16.06.2017","3,2889","3,2889","3,2889","3,2889","","0,17%"
"14.06.2017","3,2833","3,2833","3,2833","3,2833","","-1,12%"
"13.06.2017","3,3205","3,3205","3,3205","3,3205","","0,67%"
"12.06.2017","3,2983","3,2983","3,2983","3,2983","","0,75%"
"09.06.2017","3,2737","3,2737","3,2737","3,2737","","-0,30%"
"08.06.2017","3,2835","3,2835","3,2835","3,2835","","0,28%"
"07.06.2017","3,2744","3,2744","3,2744","3,2744","","-0,21%"
"06.06.2017","3,2814","3,2814","3,2814","3,2814","","-0,01%"
"05.06.2017","3,2817","3,2817","3,2817","3,2817","","1,29%"
"02.06.2017","3,2398","3,2398","3,2398","3,2398","","0,29%"
"01.06.2017","3,2304","3,2304","3,2304","3,2304","","-0,40%"
"31.05.2017","3,2434","3,2434","3,2434","3,2434","","-0,68%"
"30.05.2017","3,2656","3,2656","3,2656","3,2656","","-0,15%"
"29.05.2017","3,2706","3,2706","3,2706","3,2706","","0,29%"
"26.05.2017","3,2611","3,2611","3,2611","3,2611","","-0,64%"
"25.05.2017","3,2821","3,2821","3,2821","3,2821","","0,60%"
"24.05.2017","3,2626","3,2626","3,2626","3,2626","","-0,08%"
"23.05.2017","3,2651","3,2651","3,2651","3,2651","","-0,64%"
"22.05.2017","3,2860","3,2860","3,2860","3,2860","","-0,05%"
"19.05.2017","3,2875","3,2875","3,2875","3,2875","","-2,68%"
"18.05.2017","3,3782","3,3782","3,3782","3,3782","","8,72%"
"17.05.2017","3,1073","3,1073","3,1073","3,1073","","0,49%"
"16.05.2017","3,0921","3,0921","3,0921","3,0921","","-0,28%"
"15.05.2017","3,1008","3,1008","3,1008","3,1008","","-0,89%"
"12.05.2017","3,1287","3,1287","3,1287","3,1287","","-0,85%"
"11.05.2017","3,1556","3,1556","3,1556","3,1556","","-0,15%"
"10.05.2017","3,1603","3,1603","3,1603","3,1603","","-0,79%"
"09.05.2017","3,1854","3,1854","3,1854","3,1854","","-0,25%"
"08.05.2017","3,1935","3,1935","3,1935","3,1935","","0,55%"
"05.05.2017","3,1761","3,1761","3,1761","3,1761","","-0,05%"
"04.05.2017","3,1777","3,1777","3,1777","3,1777","","0,92%"
"03.05.2017","3,1486","3,1486","3,1486","3,1486","","-0,74%"
"02.05.2017","3,1721","3,1721","3,1721","3,1721","","-0,81%"
"28.04.2017","3,1981","3,1981","3,1981","3,1981","","0,70%"
"27.04.2017","3,1760","3,1760","3,1760","3,1760","","-0,26%"
"26.04.2017","3,1844","3,1844","3,1844","3,1844","","0,86%"
"25.04.2017","3,1574","3,1574","3,1574","3,1574","","1,04%"
"24.04.2017","3,1248","3,1248","3,1248","3,1248","","-0,64%"
"20.04.2017","3,1450","3,1450","3,1450","3,1450","","0,51%"
"19.04.2017","3,1291","3,1291","3,1291","3,1291","","1,09%"
"18.04.2017","3,0955","3,0955","3,0955","3,0955","","-0,25%"
"17.04.2017","3,1033","3,1033","3,1033","3,1033","","-0,75%"
"13.04.2017","3,1266","3,1266","3,1266","3,1266","","-0,62%"
"12.04.2017","3,1460","3,1460","3,1460","3,1460","","0,12%"
"11.04.2017","3,1421","3,1421","3,1421","3,1421","","0,05%"
"10.04.2017","3,1406","3,1406","3,1406","3,1406","","0,34%"
"07.04.2017","3,1299","3,1299","3,1299","3,1299","","0,46%"
"06.04.2017","3,1157","3,1157","3,1157","3,1157","","0,77%"
"05.04.2017","3,0920","3,0920","3,0920","3,0920","","-0,99%"
"04.04.2017","3,1228","3,1228","3,1228","3,1228","","0,21%"
"03.04.2017","3,1164","3,1164","3,1164","3,1164","","-1,63%"
"31.03.2017","3,1681","3,1681","3,1681","3,1681","","1,40%"
"30.03.2017","3,1244","3,1244","3,1244","3,1244","","0,06%"
"29.03.2017","3,1226","3,1226","3,1226","3,1226","","-0,24%"
"28.03.2017","3,1300","3,1300","3,1300","3,1300","","0,15%"
"27.03.2017","3,1253","3,1253","3,1253","3,1253","","-0,08%"
"24.03.2017","3,1279","3,1279","3,1279","3,1279","","0,11%"
"23.03.2017","3,1245","3,1245","3,1245","3,1245","","1,00%"
"22.03.2017","3,0936","3,0936","3,0936","3,0936","","0,57%"
"21.03.2017","3,0762","3,0762","3,0762","3,0762","","-0,43%"
"20.03.2017","3,0895","3,0895","3,0895","3,0895","","-0,57%"
"17.03.2017","3,1072","3,1072","3,1072","3,1072","","-0,02%"
"16.03.2017","3,1077","3,1077","3,1077","3,1077","","-1,74%"
"15.03.2017","3,1626","3,1626","3,1626","3,1626","","-0,03%"
"14.03.2017","3,1636","3,1636","3,1636","3,1636","","0,31%"
"13.03.2017","3,1538","3,1538","3,1538","3,1538","","-0,26%"
"10.03.2017","3,1620","3,1620","3,1620","3,1620","","-0,35%"
"09.03.2017","3,1732","3,1732","3,1732","3,1732","","0,82%"
"08.03.2017","3,1474","3,1474","3,1474","3,1474","","0,94%"
"07.03.2017","3,1182","3,1182","3,1182","3,1182","","0,24%"
"06.03.2017","3,1108","3,1108","3,1108","3,1108","","-0,81%"
"03.03.2017","3,1361","3,1361","3,1361","3,1361","","0,73%"
"02.03.2017","3,1135","3,1135","3,1135","3,1135","","0,52%"
"01.03.2017","3,0973","3,0973","3,0973","3,0973","","-0,05%"
"24.02.2017","3,0990","3,0990","3,0990","3,0990","","1,16%"
"23.02.2017","3,0635","3,0635","3,0635","3,0635","","-0,60%"
"22.02.2017","3,0821","3,0821","3,0821","3,0821","","-0,47%"
"21.02.2017","3,0967","3,0967","3,0967","3,0967","","0,17%"
"20.02.2017","3,0915","3,0915","3,0915","3,0915","","-0,10%"
"17.02.2017","3,0947","3,0947","3,0947","3,0947","","1,44%"
"16.02.2017","3,0507","3,0507","3,0507","3,0507","","-0,87%"
"15.02.2017","3,0776","3,0776","3,0776","3,0776","","-0,73%"
"14.02.2017","3,1001","3,1001","3,1001","3,1001","","-0,55%"
"13.02.2017","3,1172","3,1172","3,1172","3,1172","","0,06%"
"10.02.2017","3,1152","3,1152","3,1152","3,1152","","-0,10%"
"09.02.2017","3,1182","3,1182","3,1182","3,1182","","-0,22%"
"08.02.2017","3,1252","3,1252","3,1252","3,1252","","-0,16%"
"07.02.2017","3,1301","3,1301","3,1301","3,1301","","0,40%"
"06.02.2017","3,1176","3,1176","3,1176","3,1176","","-0,20%"
"03.02.2017","3,1238","3,1238","3,1238","3,1238","","0,14%"
"02.02.2017","3,1193","3,1193","3,1193","3,1193","","-0,90%"
"01.02.2017","3,1476","3,1476","3,1476","3,1476","","0,67%"
"31.01.2017","3,1267","3,1267","3,1267","3,1267","","-0,15%"
"30.01.2017","3,1313","3,1313","3,1313","3,1313","","-0,89%"
"27.01.2017","3,1593","3,1593","3,1593","3,1593","","-0,65%"
"26.01.2017","3,1801","3,1801","3,1801","3,1801","","0,37%"
"25.01.2017","3,1684","3,1684","3,1684","3,1684","","0,12%"
"24.01.2017","3,1646","3,1646","3,1646","3,1646","","0,13%"
"23.01.2017","3,1606","3,1606","3,1606","3,1606","","-0,97%"
"20.01.2017","3,1915","3,1915","3,1915","3,1915","","-0,61%"
"19.01.2017","3,2110","3,2110","3,2110","3,2110","","-0,30%"
"18.01.2017","3,2208","3,2208","3,2208","3,2208","","0,35%"
"17.01.2017","3,2097","3,2097","3,2097","3,2097","","-0,42%"
"16.01.2017","3,2231","3,2231","3,2231","3,2231","","0,62%"
"13.01.2017","3,2031","3,2031","3,2031","3,2031","","1,18%"
"12.01.2017","3,1658","3,1658","3,1658","3,1658","","-1,53%"
"11.01.2017","3,2151","3,2151","3,2151","3,2151","","0,74%"
"10.01.2017","3,1915","3,1915","3,1915","3,1915","","-0,56%"
"09.01.2017","3,2094","3,2094","3,2094","3,2094","","0,12%"
"06.01.2017","3,2054","3,2054","3,2054","3,2054","","-0,22%"
"05.01.2017","3,2126","3,2126","3,2126","3,2126","","-0,63%"
"04.01.2017","3,2330","3,2330","3,2330","3,2330","","-0,92%"
"03.01.2017","3,2629","3,2629","3,2629","3,2629","","-0,30%"
"02.01.2017","3,2726","3,2726","3,2726","3,2726","","0,42%"
"30.12.2016","3,2588","3,2588","3,2588","3,2588","","0,00%"
"29.12.2016","3,2588","3,2588","3,2588","3,2588","","-0,56%"
"28.12.2016","3,2771","3,2771","3,2771","3,2771","","-0,01%"
"27.12.2016","3,2773","3,2773","3,2773","3,2773","","0,23%"
"26.12.2016","3,2698","3,2698","3,2698","3,2698","","0,02%"
"23.12.2016","3,2693","3,2693","3,2693","3,2693","","-1,82%"
"22.12.2016","3,3299","3,3299","3,3299","3,3299","","0,02%"
"21.12.2016","3,3294","3,3294","3,3294","3,3294","","-0,86%"
"20.12.2016","3,3583","3,3583","3,3583","3,3583","","-0,57%"
"19.12.2016","3,3775","3,3775","3,3775","3,3775","","0,20%"
"16.12.2016","3,3709","3,3709","3,3709","3,3709","","-0,35%"
"15.12.2016","3,3827","3,3827","3,3827","3,3827","","2,20%"
"14.12.2016","3,3100","3,3100","3,3100","3,3100","","-0,71%"
"13.12.2016","3,3337","3,3337","3,3337","3,3337","","-1,06%"
"12.12.2016","3,3694","3,3694","3,3694","3,3694","","-0,48%"
"09.12.2016","3,3855","3,3855","3,3855","3,3855","","-0,44%"
"08.12.2016","3,4005","3,4005","3,4005","3,4005","","0,33%"
"07.12.2016","3,3892","3,3892","3,3892","3,3892","","-1,34%"
"06.12.2016","3,4351","3,4351","3,4351","3,4351","","-0,71%"
"05.12.2016","3,4595","3,4595","3,4595","3,4595","","-0,15%"
"02.12.2016","3,4647","3,4647","3,4647","3,4647","","0,84%"
"01.12.2016","3,4359","3,4359","3,4359","3,4359","","1,16%"
"30.11.2016","3,3964","3,3964","3,3964","3,3964","","-0,27%"
"29.11.2016","3,4057","3,4057","3,4057","3,4057","","0,19%"
"28.11.2016","3,3993","3,3993","3,3993","3,3993","","-0,83%"
"25.11.2016","3,4276","3,4276","3,4276","3,4276","","0,86%"
"24.11.2016","3,3984","3,3984","3,3984","3,3984","","0,18%"
"23.11.2016","3,3924","3,3924","3,3924","3,3924","","1,35%"
"22.11.2016","3,3473","3,3473","3,3473","3,3473","","-0,12%"
"21.11.2016","3,3514","3,3514","3,3514","3,3514","","-1,18%"
"18.11.2016","3,3914","3,3914","3,3914","3,3914","","-0,40%"
"17.11.2016","3,4049","3,4049","3,4049","3,4049","","-0,38%"
"16.11.2016","3,4180","3,4180","3,4180","3,4180","","-0,76%"
"14.11.2016","3,4443","3,4443","3,4443","3,4443","","0,20%"
"11.11.2016","3,4374","3,4374","3,4374","3,4374","","3,85%"
"10.11.2016","3,3101","3,3101","3,3101","3,3101","","2,62%"
"09.11.2016","3,2255","3,2255","3,2255","3,2255","","0,73%"
"08.11.2016","3,2021","3,2021","3,2021","3,2021","","0,00%"
"07.11.2016","3,2021","3,2021","3,2021","3,2021","","-1,31%"
"04.11.2016","3,2446","3,2446","3,2446","3,2446","","0,43%"
"03.11.2016","3,2307","3,2307","3,2307","3,2307","","0,80%"
"01.11.2016","3,2050","3,2050","3,2050","3,2050","","0,76%"
"31.10.2016","3,1808","3,1808","3,1808","3,1808","","-0,01%"
"28.10.2016","3,1812","3,1812","3,1812","3,1812","","1,23%"
"27.10.2016","3,1426","3,1426","3,1426","3,1426","","0,67%"
"26.10.2016","3,1216","3,1216","3,1216","3,1216","","0,08%"
"25.10.2016","3,1190","3,1190","3,1190","3,1190","","-0,38%"
"24.10.2016","3,1308","3,1308","3,1308","3,1308","","-0,89%"
"21.10.2016","3,1590","3,1590","3,1590","3,1590","","-0,04%"
"20.10.2016","3,1602","3,1602","3,1602","3,1602","","-0,61%"
"19.10.2016","3,1797","3,1797","3,1797","3,1797","","-0,23%"
"18.10.2016","3,1871","3,1871","3,1871","3,1871","","-0,28%"
"17.10.2016","3,1960","3,1960","3,1960","3,1960","","0,31%"
"14.10.2016","3,1861","3,1861","3,1861","3,1861","","-0,70%"
"13.10.2016","3,2084","3,2084","3,2084","3,2084","","-0,15%"
"11.10.2016","3,2133","3,2133","3,2133","3,2133","","0,03%"
"10.10.2016","3,2122","3,2122","3,2122","3,2122","","-0,03%"
"07.10.2016","3,2131","3,2131","3,2131","3,2131","","-0,54%"
"06.10.2016","3,2307","3,2307","3,2307","3,2307","","-0,15%"
"05.10.2016","3,2356","3,2356","3,2356","3,2356","","0,48%"
"04.10.2016","3,2200","3,2200","3,2200","3,2200","","-0,42%"
"03.10.2016","3,2335","3,2335","3,2335","3,2335","","-0,38%"
"30.09.2016","3,2459","3,2459","3,2459","3,2459","","0,70%"
"29.09.2016","3,2232","3,2232","3,2232","3,2232","","-0,74%"
"28.09.2016","3,2473","3,2473","3,2473","3,2473","","0,36%"
"27.09.2016","3,2355","3,2355","3,2355","3,2355","","-0,13%"
"26.09.2016","3,2397","3,2397","3,2397","3,2397","","0,49%"
"23.09.2016","3,2239","3,2239","3,2239","3,2239","","0,71%"
"22.09.2016","3,2012","3,2012","3,2012","3,2012","","-1,21%"
"21.09.2016","3,2405","3,2405","3,2405","3,2405","","-0,41%"
"20.09.2016","3,2537","3,2537","3,2537","3,2537","","-0,29%"
"19.09.2016","3,2633","3,2633","3,2633","3,2633","","-1,12%"
"16.09.2016","3,3001","3,3001","3,3001","3,3001","","-0,97%"
"15.09.2016","3,3323","3,3323","3,3323","3,3323","","0,19%"
"14.09.2016","3,3259","3,3259","3,3259","3,3259","","0,88%"
"13.09.2016","3,2969","3,2969","3,2969","3,2969","","0,36%"
"12.09.2016","3,2851","3,2851","3,2851","3,2851","","0,66%"
"09.09.2016","3,2635","3,2635","3,2635","3,2635","","2,20%"
"08.09.2016","3,1931","3,1931","3,1931","3,1931","","-1,60%"
"06.09.2016","3,2449","3,2449","3,2449","3,2449","","-0,82%"
"05.09.2016","3,2718","3,2718","3,2718","3,2718","","0,89%"
"02.09.2016","3,2428","3,2428","3,2428","3,2428","","-0,13%"
"01.09.2016","3,2469","3,2469","3,2469","3,2469","","0,21%"
"31.08.2016","3,2400","3,2400","3,2400","3,2400","","-0,38%"
"30.08.2016","3,2522","3,2522","3,2522","3,2522","","-0,27%"
"29.08.2016","3,2610","3,2610","3,2610","3,2610","","1,43%"
"26.08.2016","3,2150","3,2150","3,2150","3,2150","","-0,51%"
"25.08.2016","3,2316","3,2316","3,2316","3,2316","","-0,16%"
"24.08.2016","3,2369","3,2369","3,2369","3,2369","","1,00%"
"23.08.2016","3,2050","3,2050","3,2050","3,2050","","-0,34%"
"22.08.2016","3,2160","3,2160","3,2160","3,2160","","-0,32%"
"19.08.2016","3,2264","3,2264","3,2264","3,2264","","0,16%"
"18.08.2016","3,2212","3,2212","3,2212","3,2212","","-0,10%"
"17.08.2016","3,2245","3,2245","3,2245","3,2245","","1,57%"
"16.08.2016","3,1746","3,1746","3,1746","3,1746","","0,24%"
"15.08.2016","3,1669","3,1669","3,1669","3,1669","","0,22%"
"12.08.2016","3,1599","3,1599","3,1599","3,1599","","0,76%"
"11.08.2016","3,1361","3,1361","3,1361","3,1361","","0,20%"
"10.08.2016","3,1299","3,1299","3,1299","3,1299","","-0,64%"
"09.08.2016","3,1500","3,1500","3,1500","3,1500","","-0,84%"
"08.08.2016","3,1768","3,1768","3,1768","3,1768","","-0,28%"
"05.08.2016","3,1856","3,1856","3,1856","3,1856","","-1,01%"
"04.08.2016","3,2180","3,2180","3,2180","3,2180","","-1,68%"
"03.08.2016","3,2730","3,2730","3,2730","3,2730","","0,75%"
"02.08.2016","3,2487","3,2487","3,2487","3,2487","","-0,53%"
"01.08.2016","3,2659","3,2659","3,2659","3,2659","","0,84%"
"29.07.2016","3,2387","3,2387","3,2387","3,2387","","-1,07%"
"28.07.2016","3,2737","3,2737","3,2737","3,2737","","-0,24%"
"27.07.2016","3,2817","3,2817","3,2817","3,2817","","0,09%"
"26.07.2016","3,2787","3,2787","3,2787","3,2787","","-0,09%"
"25.07.2016","3,2816","3,2816","3,2816","3,2816","","-0,11%"
"22.07.2016","3,2851","3,2851","3,2851","3,2851","","0,83%"
"21.07.2016","3,2582","3,2582","3,2582","3,2582","","0,22%"
"20.07.2016","3,2509","3,2509","3,2509","3,2509","","-0,88%"
"19.07.2016","3,2798","3,2798","3,2798","3,2798","","0,51%"
"18.07.2016","3,2631","3,2631","3,2631","3,2631","","-0,07%"
"15.07.2016","3,2653","3,2653","3,2653","3,2653","","1,07%"
"14.07.2016","3,2308","3,2308","3,2308","3,2308","","-1,78%"
"13.07.2016","3,2893","3,2893","3,2893","3,2893","","0,45%"
"12.07.2016","3,2747","3,2747","3,2747","3,2747","","-0,85%"
"11.07.2016","3,3028","3,3028","3,3028","3,3028","","0,19%"
"08.07.2016","3,2965","3,2965","3,2965","3,2965","","-1,26%"
"07.07.2016","3,3385","3,3385","3,3385","3,3385","","0,44%"
"06.07.2016","3,3239","3,3239","3,3239","3,3239","","1,03%"
"05.07.2016","3,2901","3,2901","3,2901","3,2901","","1,31%"
"04.07.2016","3,2477","3,2477","3,2477","3,2477","","0,56%"
"01.07.2016","3,2295","3,2295","3,2295","3,2295","","0,62%"
"30.06.2016","3,2095","3,2095","3,2095","3,2095","","-1,04%"
"29.06.2016","3,2432","3,2432","3,2432","3,2432","","-2,50%"
"28.06.2016","3,3264","3,3264","3,3264","3,3264","","-1,97%"
"27.06.2016","3,3931","3,3931","3,3931","3,3931","","0,48%"
"24.06.2016","3,3769","3,3769","3,3769","3,3769","","0,71%"
"23.06.2016","3,3530","3,3530","3,3530","3,3530","","-1,03%"
"22.06.2016","3,3880","3,3880","3,3880","3,3880","","-0,04%"
"21.06.2016","3,3894","3,3894","3,3894","3,3894","","0,18%"
"20.06.2016","3,3832","3,3832","3,3832","3,3832","","-1,56%"
"17.06.2016","3,4369","3,4369","3,4369","3,4369","","-1,52%"
"16.06.2016","3,4901","3,4901","3,4901","3,4901","","0,39%"
"15.06.2016","3,4765","3,4765","3,4765","3,4765","","-0,20%"
"14.06.2016","3,4836","3,4836","3,4836","3,4836","","0,89%"
"13.06.2016","3,4530","3,4530","3,4530","3,4530","","0,79%"
"10.06.2016","3,4258","3,4258","3,4258","3,4258","","1,31%"
"09.06.2016","3,3814","3,3814","3,3814","3,3814","","-0,24%"
"08.06.2016","3,3895","3,3895","3,3895","3,3895","","-2,44%"
"07.06.2016","3,4742","3,4742","3,4742","3,4742","","-1,01%"
"06.06.2016","3,5095","3,5095","3,5095","3,5095","","-0,88%"
"03.06.2016","3,5406","3,5406","3,5406","3,5406","","-1,54%"
"02.06.2016","3,5958","3,5958","3,5958","3,5958","","-0,46%"
"01.06.2016","3,6123","3,6123","3,6123","3,6123","","0,49%"
"31.05.2016","3,5948","3,5948","3,5948","3,5948","","-0,13%"
"30.05.2016","3,5994","3,5994","3,5994","3,5994","","-0,47%"
"27.05.2016","3,6165","3,6165","3,6165","3,6165","","1,02%"
"25.05.2016","3,5801","3,5801","3,5801","3,5801","","0,88%"
"24.05.2016","3,5488","3,5488","3,5488","3,5488","","-0,47%"
"23.05.2016","3,5657","3,5657","3,5657","3,5657","","0,68%"
"20.05.2016","3,5416","3,5416","3,5416","3,5416","","-1,62%"
"19.05.2016","3,6000","3,6000","3,6000","3,6000","","1,80%"
"18.05.2016","3,5365","3,5365","3,5365","3,5365","","0,94%"
"17.05.2016","3,5034","3,5034","3,5034","3,5034","","0,01%"
"16.05.2016","3,5032","3,5032","3,5032","3,5032","","-0,02%"
"13.05.2016","3,5038","3,5038","3,5038","3,5038","","0,47%"
"12.05.2016","3,4874","3,4874","3,4874","3,4874","","0,67%"
"11.05.2016","3,4642","3,4642","3,4642","3,4642","","-0,37%"
"10.05.2016","3,4769","3,4769","3,4769","3,4769","","-1,74%"
"09.05.2016","3,5383","3,5383","3,5383","3,5383","","0,07%"
"06.05.2016","3,5359","3,5359","3,5359","3,5359","","0,19%"
"05.05.2016","3,5293","3,5293","3,5293","3,5293","","-0,29%"
"04.05.2016","3,5394","3,5394","3,5394","3,5394","","-0,43%"
"03.05.2016","3,5547","3,5547","3,5547","3,5547","","1,60%"
"02.05.2016","3,4988","3,4988","3,4988","3,4988","","1,40%"
"29.04.2016","3,4505","3,4505","3,4505","3,4505","","-1,38%"
"28.04.2016","3,4989","3,4989","3,4989","3,4989","","-0,86%"
"27.04.2016","3,5292","3,5292","3,5292","3,5292","","-0,01%"
"26.04.2016","3,5297","3,5297","3,5297","3,5297","","-0,48%"
"25.04.2016","3,5469","3,5469","3,5469","3,5469","","-1,00%"
"22.04.2016","3,5826","3,5826","3,5826","3,5826","","0,92%"
"20.04.2016","3,5500","3,5500","3,5500","3,5500","","-0,10%"
"19.04.2016","3,5535","3,5535","3,5535","3,5535","","-1,02%"
"18.04.2016","3,5901","3,5901","3,5901","3,5901","","1,78%"
"15.04.2016","3,5273","3,5273","3,5273","3,5273","","0,43%"
"14.04.2016","3,5123","3,5123","3,5123","3,5123","","-0,86%"
"13.04.2016","3,5426","3,5426","3,5426","3,5426","","0,06%"
